Focal plane radial distance at f/69 (m),unapod_272_Lg1,apod_272_Lg1,unapod_272_Lg2,apod_272_Lg2,unapod_272_Sm,apod_272_Sm,unapod_453_Lg1,apod_453_Lg1,unapod_453_Lg2,apod_453_Lg2,unapod_453_Sm,apod_453_Sm
0.00026996742857142853,0.00010074550106045512,3.770865799357067e-05,7.06522723280762e-05,3.7466539099986816e-05,1.3026799172841253e-05,1.5816927065855448e-05,2.246334997679534e-05,4.670892894476294e-05,2.1171358071905623e-05,3.6534712275359116e-05,6.810683620185979e-06,1.4401681163695844e-05
0.0002732005714285714,0.00010121952792433293,3.45348144837442e-05,7.787066450645378e-05,3.531201072891054e-05,1.2993843881481254e-05,1.1638250531461509e-05,2.4957801559571784e-05,4.1795505947421846e-05,2.4160613180434937e-05,3.44249373043044e-05,7.844534408055304e-06,1.4179014839454285e-05
0.0002764337142857143,9.806950471616011e-05,3.095215972529236e-05,8.362891088615907e-05,3.2700110879451876e-05,1.4144744854863583e-05,8.20790060991568e-06,2.913595358463002e-05,3.587703422572978e-05,2.7922313694492062e-05,3.0194947137866504e-05,9.290679677954949e-06,1.2406878358765351e-05
0.00027966685714285715,8.682539242125376e-05,2.5730761950280915e-05,8.295044750070393e-05,2.876496681150744e-05,1.4419142744320276e-05,5.218537312335482e-06,3.175939800547921e-05,2.8179714824679862e-05,3.0031443344914533e-05,2.474253756947118e-05,1.0311866139476608e-05,1.043104178711304e-05
0.0002829,7.672056029933357e-05,2.2545516544051546e-05,8.042679109060945e-05,2.5834039691306533e-05,1.4652482531959525e-05,3.39722243070302e-06,3.6653326995700085e-05,2.2826244722898136e-05,3.342274124217097e-05,1.9868349974589548e-05,1.1046236585303886e-05,8.100229940538375e-06
0.00028613314285714283,5.804188513170714e-05,1.7191665273014573e-05,7.015027548673752e-05,2.1303177022648506e-05,1.308715151210887e-05,1.9881483364006462e-06,3.8893122284768434e-05,1.8255232534587354e-05,3.44378819712202e-05,1.708823587713831e-05,1.2851073004419873e-05,8.061548080837069e-06
0.0002893662857142857,4.0704571847069875e-05,1.2691533326405377e-05,5.811332850812188e-05,1.6943305172638804e-05,1.197522357574849e-05,1.5605588936701072e-06,3.915092060962728e-05,1.3489998841153431e-05,3.341642286103078e-05,1.3068997636317421e-05,1.3373261269101657e-05,6.919552231036695e-06
0.00029259942857142856,2.964763920802403e-05,1.0964954137518603e-05,4.867655954793933e-05,1.4259479523494372e-05,1.103435992375912e-05,2.2909354073959673e-06,4.3039452262824886e-05,1.1311191069582828e-05,3.537409514290824e-05,1.0412867197758593e-05,1.2957995549421878e-05,5.594135604404974e-06
0.00029583257142857145,1.5951151265140266e-05,7.341062585440382e-06,3.420265221865121e-05,1.0592768947968763e-05,8.859940442641497e-06,2.987222414569434e-06,3.8444975198498275e-05,1.0862671658024146e-05,3.074061361786313e-05,1.0128038517998477e-05,1.397247667301018e-05,6.436669915101981e-06
0.0002990657142857143,9.09403507767666e-06,6.461507480475828e-06,2.3692040504492033e-05,8.384045595988385e-06,7.076008311800577e-06,5.034161539681122e-06,3.9372671927153445e-05,1.1827398356322843e-05,3.058417894131757e-05,1.0372613635205066e-05,1.3949135658161021e-05,6.571230086344436e-06
0.0003022988571428571,4.775386935135025e-06,5.6890655713094415e-06,1.3958960209437624e-05,6.433317477883333e-06,5.32303779134617e-06,7.154833475683797e-06,3.614663488657318e-05,1.3924324508472244e-05,2.7622069378192818e-05,1.1495731234204866e-05,1.3305620422689234e-05,7.114732590864536e-06
0.000305532,3.6886846504806204e-06,5.045485660037673e-06,7.594179975526978e-06,4.890025235948147e-06,3.993794482333447e-06,9.098172482229803e-06,3.022442915720052e-05,1.653227325247092e-05,2.251513711051365e-05,1.288791692264799e-05,1.105898011922116e-05,7.634487712429392e-06
0.00030876514285714285,5.481214737485881e-06,5.385142132720587e-06,3.95415896012155e-06,4.38971723862762e-06,2.583045511026534e-06,1.0771735195319716e-05,2.7440381459820005e-05,1.9763810432307513e-05,2.0895045673473747e-05,1.5552709908322048e-05,1.1836646918694784e-05,8.626138395925023e-06
0.00031199828571428574,7.808640424879554e-06,4.8149060439811075e-06,2.3318546778397886e-06,3.498114234276019e-06,1.685855971480533e-06,1.1987663301821062e-05,2.0769613998242126e-05,2.3145699250523785e-05,1.6037997361137894e-05,1.8194788946274253e-05,1.0120563344883035e-05,9.896737193241574e-06
0.0003152314285714286,1.1013126935853113e-05,6.281898150461393e-06,3.2873931839846627e-06,3.8032778467208305e-06,1.1637713952372741e-06,1.396890926172567e-05,1.8283416629651034e-05,2.5722128725591186e-05,1.4906994822739402e-05,1.9899660105907168e-05,8.47055114197783e-06,9.964445517213485e-06
0.0003184645714285714,1.3341002994623195e-05,6.04301953676549e-06,5.507215702776845e-06,3.7668236204202277e-06,8.499780751221852e-07,1.3403535321398367e-05,1.3477494059675326e-05,2.723079407376049e-05,1.1852364568915974e-05,2.1615906352489807e-05,8.300891518078762e-06,1.0666776680352905e-05
0.00032169771428571426,1.4027073779259972e-05,5.816297860608279e-06,8.21518084860907e-06,3.517593123412521e-06,9.750966057372967e-07,1.3306449853760155e-05,1.0092541709132623e-05,2.790714395319219e-05,9.684231772730834e-06,2.2491610052047214e-05,7.342238654671814e-06,1.1265360889480128e-05
0.00032493085714285715,1.4338007674757394e-05,6.853403851688703e-06,1.1261000509935948e-05,4.024094028699937e-06,1.3726497914735487e-06,1.269682321010661e-05,9.437015486760803e-06,2.7168881947206565e-05,9.793546654743898e-06,2.2034775049220085e-05,6.716179636904946e-06,1.0539118780855638e-05
0.000328164,1.2732098845445119e-05,6.769327303174399e-06,1.2995360870268076e-05,3.7452137615201274e-06,1.8614265402839695e-06,1.1252160782920259e-05,9.145942933073612e-06,2.6702151715564566e-05,9.632497292172406e-06,2.2166063169390414e-05,5.963077290601925e-06,1.0913427616047466e-05
0.0003313971428571429,1.110134984431877e-05,7.62261128458442e-06,1.4454865361307474e-05,4.068047342616368e-06,2.4859421045566074e-06,9.70686804646102e-06,1.0080400234613643e-05,2.3204910150616518e-05,9.974438112376894e-06,1.9473031618341688e-05,6.411573630524014e-06,9.699839896136951e-06
0.0003346302857142857,8.69926980732799e-06,7.924001446910421e-06,1.4248805129342312e-05,3.7534516042521625e-06,3.1878732066383643e-06,7.828680708367007e-06,1.1950990440005128e-05,1.999979500050358e-05,1.0828512850238287e-05,1.7234660849307644e-05,6.782301113184692e-06,9.03596604258131e-06
0.00033786342857142855,7.8722380829749e-06,8.418882515054757e-06,1.367214932851814e-05,3.633341828565127e-06,3.733233069395499e-06,6.189157415692978e-06,1.563657116331095e-05,1.7938685148663695e-05,1.2989771202949136e-05,1.562840368123992e-05,6.778675690252026e-06,8.074719789085117e-06
0.00034109657142857144,7.642241864238565e-06,9.201465145676334e-06,1.2094902816798381e-05,3.5647506539764873e-06,4.168675677544009e-06,4.462552798997651e-06,1.7788227489393124e-05,1.3580934532354873e-05,1.3463167643469737e-05,1.2122665402407112e-05,7.2467057996080485e-06,6.855693308458251e-06
0.0003443297142857143,7.671536849759232e-06,9.191214969627088e-06,9.148221592106444e-06,2.8832879417595007e-06,4.471613852398053e-06,2.878885472807959e-06,2.0188164529599624e-05,1.0194522265867014e-05,1.4276767567946902e-05,9.411342776762842e-06,8.144905973974112e-06,5.776618524593464e-06
0.00034756285714285717,1.1420640058788164e-05,9.893250876101773e-06,8.18318375223648e-06,3.0781358221688017e-06,4.556005001526317e-06,1.972032975474955e-06,2.3338947641585248e-05,8.335809313062192e-06,1.5716731595942874e-05,7.665093105215912e-06,8.36170047740331e-06,4.855765255347951e-06
0.000350796,1.3844545434370021e-05,9.47892532452176e-06,6.122897572951783e-06,2.6784243465973353e-06,4.498435376098953e-06,1.2654886511832397e-06,2.525323011380212e-05,6.53371127866797e-06,1.6710993862122782e-05,6.291842087553566e-06,8.764527237123761e-06,4.287489507137689e-06
0.00035402914285714284,1.7203431148967705e-05,9.17365422237541e-06,4.44019118853802e-06,2.4405776355814808e-06,4.158838114056022e-06,9.071613061148396e-07,2.4671907276787815e-05,5.1481619407586625e-06,1.5728017265977475e-05,4.973218963262318e-06,9.050922619330611e-06,3.4945930994666106e-06
0.0003572622857142857,2.0932661519152494e-05,8.46348848045503e-06,4.012486309338395e-06,2.406581249205583e-06,3.7169815356066355e-06,9.802498042418525e-07,2.4439048596358573e-05,4.7770031628626e-06,1.538474934830147e-05,4.510863229795127e-06,9.18810180982109e-06,3.1415550796982104e-06
0.0003604954285714286,2.3054507762107452e-05,7.304988182570971e-06,3.7535192354409384e-06,2.3386309723743513e-06,3.239034804117129e-06,1.373255567259498e-06,2.3854921586106337e-05,4.765653737606169e-06,1.54247577076929e-05,4.536320840378077e-06,9.564767215581852e-06,3.1390858948461097e-06
0.0003637285714285714,2.380728859211367e-05,6.295179381262139e-06,4.009720015897294e-06,2.4782059588719786e-06,2.667068189835868e-06,1.8259605865743683e-06,2.0658656745509332e-05,5.280014150865361e-06,1.3313489514632028e-05,4.974066508549877e-06,8.484296590238685e-06,3.0767236357649262e-06
0.0003669617142857143,2.321437097567375e-05,4.989718358735491e-06,4.425826318452661e-06,2.613916396726662e-06,1.98679530441194e-06,2.4735266009146898e-06,1.7089944283509294e-05,6.052695128008452e-06,1.1461975252339004e-05,5.8500854172895e-06,8.226592439893383e-06,3.2629714090398786e-06
0.00037019485714285714,2.0918283926166393e-05,4.006364530678456e-06,4.994108073429215e-06,3.017439425761721e-06,1.4563116453163492e-06,3.2291961654588084e-06,1.432701496667158e-05,6.765217008566539e-06,1.002308381618882e-05,6.451718143233806e-06,7.3765208836080215e-06,3.553754667978518e-06
0.000373428,1.787420647763678e-05,3.5516960425226266e-06,5.393793430231232e-06,3.4967798333011356e-06,9.930815016457832e-07,3.928041297536678e-06,1.256867758778887e-05,7.392091275172951e-06,9.43200602723732e-06,6.938341200490555e-06,7.2882855167951265e-06,3.9064478539020226e-06
0.00037666114285714287,1.2895206846001584e-05,3.3821776796842684e-06,4.942286134878732e-06,3.903145644039265e-06,6.136320195789717e-07,4.169308234960897e-06,8.247591768342534e-06,7.717770853312037e-06,6.7725649520563405e-06,7.717645525035714e-06,6.079040639987717e-06,4.313897901866134e-06
0.0003798942857142857,8.811824905708303e-06,4.041849066584475e-06,4.666022347415854e-06,4.636178384598368e-06,3.434498280175008e-07,4.5944755805127604e-06,7.124402781459156e-06,8.123362127665836e-06,6.169313263421093e-06,7.997137373604604e-06,5.367063469878828e-06,4.565966691915476e-06
0.0003831274285714286,5.6287382611473395e-06,5.496650279619331e-06,3.998130868292066e-06,5.521183181261237e-06,2.306792998599184e-07,4.8733810061790904e-06,6.051979446449006e-06,7.973171286223879e-06,5.546105088886814e-06,7.824561405640014e-06,5.28194768179322e-06,4.719041554545487e-06
0.00038636057142857143,3.2774488097288156e-06,7.323011894696351e-06,2.88144013195644e-06,6.053009833849878e-06,2.0806617487444563e-07,4.541448469512855e-06,5.062851365641764e-06,7.359519387303647e-06,4.569137827030572e-06,7.538058107174214e-06,4.533849437007746e-06,4.985179384613884e-06
0.00038959371428571427,3.2994515239858235e-06,9.888033777247478e-06,2.019217783756758e-06,6.981706599469697e-06,2.868191872516432e-07,4.338125137910196e-06,5.790683545309881e-06,7.178085835195423e-06,4.597240373756514e-06,7.204456366112609e-06,3.937429646417541e-06,4.935700254211492e-06
0.0003928268571428571,5.542320128938002e-06,1.2730753240034716e-05,1.533691387429109e-06,7.693821368693841e-06,4.6228657719431414e-07,3.986861015641767e-06,6.1594909267669625e-06,5.888759513784391e-06,4.39009047198286e-06,6.004411413002783e-06,3.985006265414301e-06,4.706065732025073e-06
0.00039606,9.556743949082317e-06,1.5461210894097148e-05,1.6110808710566581e-06,8.473408004796923e-06,6.417003753192917e-07,3.588712036428869e-06,7.630402759770945e-06,5.8983877112580665e-06,5.041213033694471e-06,5.81994692584807e-06,4.098553379975303e-06,4.465455242605293e-06
0.0003992931428571429,1.5116065561413236e-05,1.7999559973911057e-05,2.1305620480553167e-06,8.814394441035117e-06,8.567444719981485e-07,2.965937761139865e-06,8.558486339495795e-06,4.577439756484782e-06,5.10032345513338e-06,4.5630337943344685e-06,4.118354447691102e-06,4.268879882294949e-06
0.00040252628571428573,2.1858715212729498e-05,2.020845819531122e-05,3.5634487108459567e-06,9.265044969505935e-06,1.0460236651812617e-06,2.4437854645548028e-06,9.651961578853075e-06,4.053969725519953e-06,5.467375289287572e-06,3.930580137791664e-06,4.152982692091298e-06,3.816256347855396e-06
0.00040575942857142857,2.920301210786986e-05,2.1684980727635127e-05,5.936085810771897e-06,9.497055134218233e-06,1.2009945539808363e-06,2.0435659476208112e-06,1.0730342347458922e-05,4.041080991180329e-06,6.056899967963412e-06,3.826562312787031e-06,4.284298503738862e-06,3.4000727518507635e-06
0.0004089925714285714,3.454859440004516e-05,2.2095713046457445e-05,8.030174390814031e-06,9.164784561869224e-06,1.2980516481132827e-06,1.5572329339707476e-06,1.0458932878929658e-05,2.98302566599462e-06,5.8140553605620485e-06,2.7849715788057876e-06,4.673586697031071e-06,3.011252124770773e-06
0.0004122257142857143,3.8606648340972356e-05,2.148444995139026e-05,1.0875145746779137e-05,8.862758745618454e-06,1.32749620926375e-06,1.232993976696246e-06,1.0688622742711251e-05,3.0496405634364565e-06,6.2375225708967795e-06,2.860741956238162e-06,4.770702288226645e-06,2.6540664096708668e-06
0.00041545885714285713,4.161165946749139e-05,2.0374514725104534e-05,1.369173197061031e-05,8.21910254361151e-06,1.2962358396103212e-06,9.559388757180854e-07,9.764654554835482e-06,2.7351630064817347e-06,5.8844887313072096e-06,2.6219287171926845e-06,4.907176378536094e-06,2.308817221500591e-06
0.000418692,4.2871719510979913e-05,1.889250349834179e-05,1.618054321557555e-05,7.6032476045353805e-06,1.243472919525612e-06,8.272083828483954e-07,8.809329875511648e-06,2.626252744148553e-06,5.62236399287672e-06,2.665126274256734e-06,4.658683675794588e-06,2.0354889723844188e-06
0.00042192514285714286,3.879284580524151e-05,1.5546801697950908e-05,1.7055382693021575e-05,6.3660581165652395e-06,1.0958800246939414e-06,7.125945124128245e-07,7.223304981554773e-06,2.412871849709017e-06,5.022166969711505e-06,2.5955513518953536e-06,4.775077079228836e-06,1.9242858611515026e-06
0.0004251582857142857,3.55148524033734e-05,1.3318488642652288e-05,1.798285430590454e-05,5.564090754361986e-06,8.934205595130834e-07,6.308752532360583e-07,6.5166071963195794e-06,2.426929902962742e-06,4.870762904717117e-06,2.6857354213972805e-06,4.709277050987813e-06,1.7211764365782226e-06
0.00042839142857142853,3.042066041618341e-05,1.036668562258142e-05,1.786834378669453e-05,4.605275745088965e-06,7.912828816023772e-07,6.519144734180876e-07,5.120604169189796e-06,2.3379363996601234e-06,4.3176886228445035e-06,2.759548810559624e-06,4.271854698703703e-06,1.8237146887335855e-06
0.0004316245714285714,2.306949765293079e-05,7.428875470965762e-06,1.6006364334615715e-05,3.48422702361841e-06,5.745487581684268e-07,6.453835825828967e-07,3.8326312928972365e-06,2.1434553451473456e-06,3.532064420241202e-06,2.6644445678218344e-06,3.984967714851597e-06,1.7310007287106925e-06
0.0004348577142857143,1.6204597998564396e-05,4.985477382492041e-06,1.3612862238923674e-05,2.6534796274516015e-06,4.145273314933817e-07,6.670945457495783e-07,3.048019426990227e-06,2.0396367126084573e-06,3.064616379001251e-06,2.5358923605463036e-06,3.671104709026969e-06,1.7459871050488977e-06
0.00043809085714285715,1.0608218662744874e-05,3.339116922473834e-06,1.092309320050834e-05,2.2247393214307525e-06,3.147967226327455e-07,6.541902375810909e-07,3.02088623854069e-06,2.2557833183177126e-06,3.0130193745883812e-06,2.673656431068251e-06,3.557339795919278e-06,1.977911917098036e-06
0.000441324,7.035020816005476e-06,2.374301840474802e-06,8.797153320965242e-06,1.963172133765423e-06,2.3701031884061388e-07,6.518101454261809e-07,2.7248069022628297e-06,1.957332996668755e-06,2.605110847861655e-06,2.2671875626403756e-06,2.975568245970395e-06,1.976944607006295e-06
0.00044455714285714283,3.340111653166481e-06,1.5491655309842536e-06,5.500564757262871e-06,1.8028446949050228e-06,2.0401773407140364e-07,6.510041760852835e-07,2.9334850568390433e-06,2.2755562594942345e-06,2.5048391965181407e-06,2.380369430557042e-06,2.9113360254070295e-06,2.091508227368437e-06
0.0004477902857142857,2.3606918933711104e-06,1.507139168479694e-06,3.3321391570758657e-06,1.98018991702388e-06,2.0512173618131124e-07,6.485445290792892e-07,3.1175550444650715e-06,2.4087473671478143e-06,2.3933723113621564e-06,2.1918018910070597e-06,2.759948341057946e-06,2.1777427645199546e-06
0.00045102342857142856,2.356502109338209e-06,1.932627508850297e-06,2.193250053065371e-06,2.6717849413634435e-06,2.6288132079654465e-07,5.563458753713531e-07,3.878661439286987e-06,2.607466782992675e-06,2.742154938764118e-06,2.228305422201934e-06,2.672559049896377e-06,2.2671302784663435e-06
0.00045425657142857145,4.251547398993846e-06,2.445435322345362e-06,1.4840185065147278e-06,3.0650823147231994e-06,3.252912938760198e-07,5.944558689561204e-07,3.89406079553744e-06,2.9814653366401936e-06,2.5771099482369917e-06,2.243882914474334e-06,2.6817048402405487e-06,2.2717437236924233e-06
0.0004574897142857143,6.7692271489588855e-06,3.1592435006772405e-06,2.1184130055418728e-06,3.8010189924669358e-06,4.0342175193837094e-07,5.7628215134802e-07,3.936356455339709e-06,3.2314690891903303e-06,2.596857926842844e-06,2.264823735970618e-06,2.6746639047970346e-06,2.2431028972506383e-06
0.0004607228571428571,9.398973324780034e-06,3.971156473646812e-06,3.628055359623355e-06,4.730215281433345e-06,4.987528068908486e-07,5.381451793438259e-07,4.588136930738881e-06,3.5920794565189685e-06,3.11402059995324e-06,2.592340396713165e-06,2.9190613589278064e-06,2.341614038721547e-06
0.000463956,1.0895585609654988e-05,4.447349776954802e-06,5.2082791051450625e-06,5.431505187700586e-06,5.871400137951121e-07,5.185968346866529e-07,4.082536707008818e-06,3.8052458329498223e-06,2.8720675000518615e-06,2.517407863445013e-06,2.90140924253866e-06,2.151728063600261e-06
0.00046718914285714285,1.3288908783273472e-05,4.70547039423488e-06,7.899458307492321e-06,5.869401674702724e-06,6.333145394918827e-07,5.576190774911432e-07,3.990634490569343e-06,3.904652626485136e-06,2.9976659747819335e-06,2.8329321036549654e-06,3.05844434132134e-06,2.19329564402322e-06
0.00047042228571428574,1.444049148414519e-05,4.947294545694524e-06,1.0675783054627202e-05,6.479090587861105e-06,6.522815886507708e-07,5.444498152962688e-07,3.809402968814804e-06,3.887601767787234e-06,3.0831495162797773e-06,2.9188255067487927e-06,3.171472792642641e-06,2.0289207687381436e-06
0.0004736554285714286,1.3687640295575474e-05,5.067152445541573e-06,1.244677953339898e-05,7.020944224968534e-06,7.127419014504205e-07,5.129142372601184e-07,3.373376804094317e-06,3.841019932473168e-06,2.933016159101901e-06,2.8909311571868372e-06,3.1340512364770307e-06,1.882280495228154e-06
0.0004768885714285714,1.300477861437521e-05,4.5075494967843055e-06,1.4318001072814828e-05,6.69027032976566e-06,6.710496292697466e-07,5.558318764666231e-07,3.131336857639391e-06,3.6548577547092633e-06,2.831650039703775e-06,2.939984124877908e-06,3.198412319567738e-06,1.890443837350201e-06
0.00048012171428571425,1.1557594253878484e-05,4.170564707156667e-06,1.5677387644236483e-05,6.630055733935525e-06,5.897539323561973e-07,5.030980712958038e-07,2.7561747472831567e-06,3.231573706735109e-06,2.560218399779533e-06,2.7936585295557644e-06,3.0836211236631866e-06,1.6777912340697843e-06
0.00048335485714285715,9.676719289707743e-06,3.899319190934221e-06,1.5824706357080784e-05,6.48884527597748e-06,5.420732278051795e-07,4.982010910779696e-07,3.020104407038398e-06,2.805093909514801e-06,2.7864532196621334e-06,2.5893183792144804e-06,3.0310848944339237e-06,1.583754544757601e-06
0.000486588,7.363296981051636e-06,3.4833223519150735e-06,1.4683037980288261e-05,5.912358780312532e-06,5.008028618406886e-07,4.77104922296078e-07,3.162828476130071e-06,2.703746293614449e-06,2.577250481881307e-06,2.466637103130413e-06,2.847355496539122e-06,1.511391469371136e-06
0.0004898211428571429,5.4625141777987985e-06,2.972869272780885e-06,1.3417585624826717e-05,5.2285749495093386e-06,3.8281331873653347e-07,4.053526552622492e-07,3.150330868622441e-06,2.1233538172009187e-06,2.308749782678065e-06,2.093613976727446e-06,2.5981730424468707e-06,1.4277558485278826e-06
0.0004930542857142857,4.226832289954241e-06,2.7200089823875455e-06,1.1802065577502797e-05,4.557596731742154e-06,2.9947549207708337e-07,3.9601507746594055e-07,3.478256752955585e-06,1.880518851158784e-06,2.4104593348036667e-06,1.8508567013881375e-06,2.416253742541414e-06,1.271208747410115e-06
0.0004962874285714285,3.4033818969782776e-06,2.6351476966008028e-06,9.433074129042398e-06,4.1763403172011015e-06,2.564272207696741e-07,3.0701861944998607e-07,3.7956986601481462e-06,1.7476111429851283e-06,2.2497052499767363e-06,1.6860586885278124e-06,2.1300887862689414e-06,1.2747208430568854e-06
0.0004995205714285714,2.8921901040293265e-06,2.3109972042381696e-06,7.331435576146208e-06,3.2703599100467673e-06,1.9279098045796912e-07,3.1234503098627027e-07,4.0564393901887534e-06,1.7739613645836812e-06,2.3775180127262137e-06,1.595329417858475e-06,2.0473036331590925e-06,1.2408501351354032e-06
0.0005027537142857142,3.0425858993961587e-06,2.27666683854738e-06,5.14296468595157e-06,2.6260199401477173e-06,1.664365340969167e-07,2.924479534602607e-07,4.385154096228615e-06,1.9793214173155294e-06,2.4429059815787784e-06,1.6036078426860963e-06,1.8238166743903822e-06,1.1840657915527387e-06
0.0005059868571428572,3.3397880527216925e-06,2.1527441955163632e-06,3.4661761561149676e-06,2.236921961775393e-06,1.5061356792876564e-07,2.673761032306092e-07,4.138714645985875e-06,2.0717281227855025e-06,2.26186884300895e-06,1.57215617009991e-06,1.662197148515307e-06,1.1522352368510946e-06
0.00050922,3.708184253960023e-06,2.2098865898269944e-06,2.544557921891634e-06,1.9591829017131225e-06,1.7850473541905392e-07,2.801289300759389e-07,3.918586506827519e-06,2.523258737426867e-06,2.3584344340640204e-06,1.8513307219362254e-06,1.7065120829458447e-06,1.230441171371182e-06
0.0005124531428571428,4.302183587013487e-06,2.1032765332516744e-06,1.7423381798564587e-06,1.5105922029455984e-06,1.7745632721299103e-07,3.00931170638827e-07,4.065647194341131e-06,2.860817021695519e-06,2.471706319380628e-06,2.0642657686866356e-06,1.5984059967600056e-06,1.2138024071343577e-06
0.0005156862857142857,4.023243953418771e-06,2.0478341501775022e-06,1.5945101839647791e-06,1.3142426212669123e-06,2.573180862894097e-07,3.497362858954646e-07,3.288412553143726e-06,3.2719644494934813e-06,2.297416337302828e-06,2.36632562738469e-06,1.6368411720200512e-06,1.2030713344832483e-06
0.0005189194285714286,3.7427998832490053e-06,2.2138132499023874e-06,1.7908186886139616e-06,1.2278367105109424e-06,3.094611133932702e-07,3.812301130794093e-07,2.913478569721404e-06,3.801319538663749e-06,2.2872697141002067e-06,2.7527305638532014e-06,1.772468070978826e-06,1.327788593481323e-06
0.0005221525714285715,3.621301815024272e-06,2.067763426062227e-06,2.367597359186174e-06,1.0815953648411965e-06,3.4037630183109916e-07,4.116975531357759e-07,2.5222200165990005e-06,3.78842020529797e-06,2.16533848716011e-06,2.842878866961656e-06,1.7592376716069347e-06,1.2874555257736294e-06
0.0005253857142857143,2.991892319703926e-06,2.3221513608268098e-06,2.925687082182796e-06,1.1247272111784962e-06,4.048953241373351e-07,4.390876992174689e-07,2.3587014756999227e-06,4.240115668918172e-06,2.1873659669980047e-06,3.261528561511825e-06,1.8859225956267476e-06,1.3685134092069625e-06
0.0005286188571428571,2.273352255576242e-06,2.482839093297163e-06,3.523665877138856e-06,1.0636720325683018e-06,4.239333114703755e-07,4.5970545179290854e-07,2.079877259633666e-06,3.992482908531484e-06,2.0726409410349266e-06,3.1454003378862995e-06,1.9206351254260823e-06,1.3167530756726907e-06
0.000531852,1.9628187305095946e-06,2.8923487973981687e-06,3.5233900108163784e-06,8.971542215961759e-07,5.025701428726035e-07,4.516115818121298e-07,2.2412268786036517e-06,4.1866593468416846e-06,2.014421956315571e-06,3.2931491250447624e-06,2.03466845833037e-06,1.4490549071754561e-06
0.0005350851428571428,1.9644155805278497e-06,3.1547020052955294e-06,3.917672809655244e-06,1.0150028385204483e-06,4.841182780733559e-07,4.2602472344541617e-07,2.3943016576985316e-06,3.8990524688018645e-06,1.922253123735289e-06,3.1640922079927054e-06,2.0979487796035735e-06,1.4395930510637365e-06
0.0005383182857142857,2.232668340915669e-06,3.4817964044856806e-06,3.892262567055172e-06,1.0150142740398179e-06,5.027105697697968e-07,4.067363882310778e-07,2.698747180485811e-06,3.469667698559482e-06,1.985541297452333e-06,2.87291566813256e-06,2.0198364262745483e-06,1.3631509075652137e-06
0.0005415514285714286,3.1815428440909874e-06,4.263827689593775e-06,3.0868608014818568e-06,7.921710620327808e-07,5.253511835374129e-07,3.607924043261475e-07,3.5574852430779408e-06,3.419312873368385e-06,2.0597570109425442e-06,2.785500982384178e-06,2.0414713338009035e-06,1.4133666637504743e-06
0.0005447845714285714,4.2022857695702166e-06,4.286157758080788e-06,3.0228567725454907e-06,8.970536164539754e-07,4.5646133220636466e-07,2.936913024023393e-07,3.6347061197951975e-06,2.7425443075841566e-06,1.958994760702694e-06,2.2921531859164716e-06,1.955443174117549e-06,1.3235930328399567e-06
0.0005480177142857143,5.681102539106359e-06,4.514543337670875e-06,2.3284596792937965e-06,8.822748687405441e-07,4.3313100211129647e-07,2.482639919871103e-07,4.424225997903969e-06,2.5464972600559083e-06,2.0814981967704117e-06,2.0802685555543324e-06,1.8600209326689954e-06,1.365668301791713e-06
0.0005512508571428571,6.989689330258847e-06,4.6352106252452415e-06,1.8908587473775992e-06,8.841450204056034e-07,4.4486916962481824e-07,2.3058352275169582e-07,4.689078468908745e-06,2.110259393109405e-06,2.21334628980805e-06,1.7481122545788837e-06,1.7532677599618553e-06,1.2614790650539972e-06
0.000554484,8.70637625745099e-06,4.7960131625822145e-06,1.3362567063854287e-06,7.661039749694769e-07,3.743467414135059e-07,2.224579757611196e-07,5.111089521629495e-06,1.911706239270463e-06,2.3583817943373994e-06,1.6172284152546643e-06,1.6065136290905412e-06,1.1743918784178129e-06
0.0005577171428571429,9.230140433578172e-06,4.208169516887599e-06,1.1522752546678251e-06,9.125421013462473e-07,3.330998874301411e-07,2.3720775498845145e-07,5.000101153898431e-06,1.6605541575459202e-06,2.3311604712361745e-06,1.4025964118612766e-06,1.5330191338349759e-06,1.171335559581145e-06
0.0005609502857142857,9.606640171864782e-06,3.718375392115211e-06,1.0617253214635942e-06,9.497800760179522e-07,3.1648784198550325e-07,2.7196324318015604e-07,4.557121789088314e-06,1.4488681279636403e-06,2.2500740525810732e-06,1.3427815741318466e-06,1.3923089670230952e-06,1.0758112889133753e-06
0.0005641834285714286,9.998141507138538e-06,3.621876496918145e-06,1.1244294673145828e-06,9.492492321130564e-07,2.744205457051334e-07,3.897159545682396e-07,4.852218996002401e-06,1.4862100481359023e-06,2.5963577129887604e-06,1.410133605908805e-06,1.2829959455501136e-06,1.0460366765288131e-06
0.0005674165714285714,8.702499215317665e-06,2.6412906419223696e-06,1.2376190134395051e-06,1.0920626303994187e-06,2.4697675067980246e-07,4.658535454786259e-07,3.863474391229578e-06,1.4125393777766481e-06,2.2361720857950143e-06,1.4785111090482862e-06,1.2551559883502516e-06,1.013718920143916e-06
0.0005706497142857142,7.285323074454752e-06,2.102180067495099e-06,1.4430765182067433e-06,1.2262968672969128e-06,2.213684185997552e-07,5.8583348484879e-07,3.300118347851367e-06,1.4503271613431312e-06,2.173257123274567e-06,1.6160262181318166e-06,1.1991787344527065e-06,9.805033423509328e-07
